MissionCompleted,SimulationTimeSeconds,DistanceTravelledMetres,MaximumWindSpeedMetresPerSecond,AverageWindSpeedMetresPerSecond,MaximumLateralDeviationMetres,AverageLateralDeviationMetres,TotalAPFActivationSteps,BirdAvoidanceActivationSteps,MinimumBirdClearanceMetres,FPVBirdVisibleFrames,OccupancyCoveragePercent,OccupancyMapUpdates,TelemetrySamples,VideoFrames
true,38,34.91758354986,0.64280764882108,0.343507490658836,1.36340459221692,0.168014698803191,63,63,0.801431056025983,75,92.6736111111111,233,380,760
